latitude,longitude,altitude_ft,pitch_deg,roll_deg,yaw_deg,log_timestamp_abs,video_filename,frame_filename,frame_index,expected_frame_time_s_relative_to_video_start,frame_absolute_datetime
2.98900290534712,101.72221697137446,213,-2.3,0.4,-40.3,2026-01-13 10:40:29.010,DJI_20260113104029_0106_D.MP4,frame_00001.jpg,0,0.0,2026-01-13 10:40:29
2.98900787144033,101.72221304948218,214,-1.4,1.2,-28.8,2026-01-13 10:40:30.010,DJI_20260113104029_0106_D.MP4,frame_00002.jpg,1,1.0,2026-01-13 10:40:30
2.9890115551453,101.7222117972946,214,-0.3,2.3,-4.1,2026-01-13 10:40:30.980,DJI_20260113104029_0106_D.MP4,frame_00003.jpg,2,2.0,2026-01-13 10:40:31
2.9890129927004,101.72221192069982,214,-2.6,0.0,20.2,2026-01-13 10:40:32.010,DJI_20260113104029_0106_D.MP4,frame_00004.jpg,3,3.0,2026-01-13 10:40:32
2.9890133832562,101.72221299341152,215,-1.2,-0.6,28.4,2026-01-13 10:40:33.170,DJI_20260113104029_0106_D.MP4,frame_00005.jpg,4,4.0,2026-01-13 10:40:33
2.98901435671574,101.72221402588896,215,-0.6,-1.3,27.5,2026-01-13 10:40:34.000,DJI_20260113104029_0106_D.MP4,frame_00006.jpg,5,5.0,2026-01-13 10:40:34
2.9890155615891,101.72221520162276,216,-3.9,-1.4,23.4,2026-01-13 10:40:35.010,DJI_20260113104029_0106_D.MP4,frame_00007.jpg,6,6.0,2026-01-13 10:40:35
2.98901769609285,101.722216461128,217,-4.0,-1.1,21.8,2026-01-13 10:40:35.970,DJI_20260113104029_0106_D.MP4,frame_00008.jpg,7,7.0,2026-01-13 10:40:36
2.98902382278479,101.722218052785,218,-3.2,0.0,17.3,2026-01-13 10:40:37.010,DJI_20260113104029_0106_D.MP4,frame_00009.jpg,8,8.0,2026-01-13 10:40:37
2.98903392915698,101.72222161527942,220,-4.0,-1.2,14.2,2026-01-13 10:40:38.010,DJI_20260113104029_0106_D.MP4,frame_00010.jpg,9,9.0,2026-01-13 10:40:38
2.98904075173525,101.72222342415878,221,-2.7,0.0,15.9,2026-01-13 10:40:38.980,DJI_20260113104029_0106_D.MP4,frame_00011.jpg,10,10.0,2026-01-13 10:40:39
2.98905277336263,101.72222757065111,221,-1.9,-0.4,20.9,2026-01-13 10:40:40.010,DJI_20260113104029_0106_D.MP4,frame_00012.jpg,11,11.0,2026-01-13 10:40:40
2.98905830532825,101.72222993522708,219,-4.0,-0.7,20.8,2026-01-13 10:40:40.970,DJI_20260113104029_0106_D.MP4,frame_00013.jpg,12,12.0,2026-01-13 10:40:41
2.98907076432191,101.7222350945944,216,-0.1,0.1,20.9,2026-01-13 10:40:42.010,DJI_20260113104029_0106_D.MP4,frame_00014.jpg,13,13.0,2026-01-13 10:40:42
2.98907736521856,101.72223816858948,214,-0.3,-0.1,18.0,2026-01-13 10:40:43.010,DJI_20260113104029_0106_D.MP4,frame_00015.jpg,14,14.0,2026-01-13 10:40:43
2.98908134592687,101.7222390762719,214,-1.3,-0.6,10.4,2026-01-13 10:40:43.990,DJI_20260113104029_0106_D.MP4,frame_00016.jpg,15,15.0,2026-01-13 10:40:44
2.98908921170066,101.72224031362686,214,-2.5,0.4,19.8,2026-01-13 10:40:45.010,DJI_20260113104029_0106_D.MP4,frame_00017.jpg,16,16.0,2026-01-13 10:40:45
2.98909575057169,101.72224238517012,213,-5.0,-2.0,18.5,2026-01-13 10:40:46.070,DJI_20260113104029_0106_D.MP4,frame_00018.jpg,17,17.0,2026-01-13 10:40:46
2.98910545322907,101.72224508920696,213,-3.4,-0.6,14.9,2026-01-13 10:40:47.000,DJI_20260113104029_0106_D.MP4,frame_00019.jpg,18,18.0,2026-01-13 10:40:47
2.98912119324093,101.72225011301296,212,-2.3,0.0,14.5,2026-01-13 10:40:48.010,DJI_20260113104029_0106_D.MP4,frame_00020.jpg,19,19.0,2026-01-13 10:40:48
2.98912983625399,101.72225182898453,211,-2.7,0.5,16.1,2026-01-13 10:40:48.970,DJI_20260113104029_0106_D.MP4,frame_00021.jpg,20,20.0,2026-01-13 10:40:49
2.98914344549735,101.72225749299632,212,-2.0,0.3,23.0,2026-01-13 10:40:50.010,DJI_20260113104029_0106_D.MP4,frame_00022.jpg,21,21.0,2026-01-13 10:40:50
2.98915234569399,101.72226144059054,212,-1.6,-0.1,22.8,2026-01-13 10:40:50.910,DJI_20260113104029_0106_D.MP4,frame_00023.jpg,22,22.0,2026-01-13 10:40:51
2.98915945393279,101.72226395894906,212,-2.4,-0.3,22.8,2026-01-13 10:40:52.000,DJI_20260113104029_0106_D.MP4,frame_00024.jpg,23,23.0,2026-01-13 10:40:52
