latitude,longitude,altitude_ft,pitch_deg,roll_deg,yaw_deg,log_timestamp_abs,video_filename,frame_filename,frame_index,expected_frame_time_s_relative_to_video_start,frame_absolute_datetime
2.98947594716536,101.72196669386427,206,-4.2,-0.1,-164.8,2026-01-15 11:11:59.040,DJI_20260115111159_0006_D.MP4,frame_00001.jpg,0,0.0,2026-01-15 11:11:59
2.98946488076637,101.72196322849824,206,-5.1,0.7,-158.2,2026-01-15 11:12:00.020,DJI_20260115111159_0006_D.MP4,frame_00002.jpg,1,1.0,2026-01-15 11:12:00
2.9894516565611,101.72195645722786,207,-3.3,-0.2,-157.2,2026-01-15 11:12:01.030,DJI_20260115111159_0006_D.MP4,frame_00003.jpg,2,2.0,2026-01-15 11:12:01
2.9894397519595,101.72195152788224,208,0.8,-0.3,-157.1,2026-01-15 11:12:02.020,DJI_20260115111159_0006_D.MP4,frame_00004.jpg,3,3.0,2026-01-15 11:12:02
2.9894317699816,101.72194895196029,209,-1.4,-0.6,-157.2,2026-01-15 11:12:03.010,DJI_20260115111159_0006_D.MP4,frame_00005.jpg,4,4.0,2026-01-15 11:12:03
2.98942468878021,101.72194639261244,209,-2.0,-1.6,-164.2,2026-01-15 11:12:04.040,DJI_20260115111159_0006_D.MP4,frame_00006.jpg,5,5.0,2026-01-15 11:12:04
2.98941762855102,101.72194411224532,210,-0.4,-0.4,-165.2,2026-01-15 11:12:05.020,DJI_20260115111159_0006_D.MP4,frame_00007.jpg,6,6.0,2026-01-15 11:12:05
2.98941204830115,101.72194322542636,211,-2.0,-0.2,-162.5,2026-01-15 11:12:06.020,DJI_20260115111159_0006_D.MP4,frame_00008.jpg,7,7.0,2026-01-15 11:12:06
2.98940791876546,101.72194069780272,211,-2.1,-1.4,-163.7,2026-01-15 11:12:06.950,DJI_20260115111159_0006_D.MP4,frame_00009.jpg,8,8.0,2026-01-15 11:12:07
2.98939967799336,101.72193953687577,210,-5.3,0.1,-175.0,2026-01-15 11:12:08.020,DJI_20260115111159_0006_D.MP4,frame_00010.jpg,9,9.0,2026-01-15 11:12:08
2.98938883666856,101.721939293188,208,-5.4,1.7,-164.1,2026-01-15 11:12:09.040,DJI_20260115111159_0006_D.MP4,frame_00011.jpg,10,10.0,2026-01-15 11:12:09
