latitude,longitude,altitude_ft,pitch_deg,roll_deg,yaw_deg,log_timestamp_abs,video_filename,frame_filename,frame_index,expected_frame_time_s_relative_to_video_start,frame_absolute_datetime
2.98863993873634,101.72211583183255,185,2.4,-5.8,6.4,2026-01-15 10:49:12.720,DJI_20260115104912_0003_D.MP4,frame_00001.jpg,0,0.0,2026-01-15 10:49:12
2.98864008113077,101.7221159045288,185,2.3,-5.8,6.4,2026-01-15 10:49:13.020,DJI_20260115104912_0003_D.MP4,frame_00002.jpg,1,1.0,2026-01-15 10:49:13
2.98863990087122,101.72211602338642,185,2.3,-5.8,6.3,2026-01-15 10:49:14.040,DJI_20260115104912_0003_D.MP4,frame_00003.jpg,2,2.0,2026-01-15 10:49:14
2.9886399124887,101.72211612515332,185,2.3,-5.8,6.4,2026-01-15 10:49:15.020,DJI_20260115104912_0003_D.MP4,frame_00004.jpg,3,3.0,2026-01-15 10:49:15
2.98863990271207,101.72211622398846,185,2.3,-5.8,6.6,2026-01-15 10:49:16.020,DJI_20260115104912_0003_D.MP4,frame_00005.jpg,4,4.0,2026-01-15 10:49:16
2.98863980133496,101.72211632671994,185,2.6,-3.9,6.4,2026-01-15 10:49:17.020,DJI_20260115104912_0003_D.MP4,frame_00006.jpg,5,5.0,2026-01-15 10:49:17
2.9886388898063,101.72211598826614,186,-3.4,0.8,6.3,2026-01-15 10:49:17.950,DJI_20260115104912_0003_D.MP4,frame_00007.jpg,6,6.0,2026-01-15 10:49:18
2.98863896159448,101.7221165179202,188,-0.4,0.7,6.8,2026-01-15 10:49:19.020,DJI_20260115104912_0003_D.MP4,frame_00008.jpg,7,7.0,2026-01-15 10:49:19
2.98863867049649,101.72211660056593,189,-2.2,0.9,2.7,2026-01-15 10:49:20.010,DJI_20260115104912_0003_D.MP4,frame_00009.jpg,8,8.0,2026-01-15 10:49:20
2.9886385278162,101.7221164780902,189,-1.8,1.3,-0.1,2026-01-15 10:49:20.950,DJI_20260115104912_0003_D.MP4,frame_00010.jpg,9,9.0,2026-01-15 10:49:21
2.98863881789376,101.72211610672862,189,-9.5,2.2,-0.7,2026-01-15 10:49:22.020,DJI_20260115104912_0003_D.MP4,frame_00011.jpg,10,10.0,2026-01-15 10:49:22
